sentence,label
兴蓉环境作为国内水务环保领域综合服务商，肩负着增进民生福祉助力绿色发展的天然使命,1
通过供水保障，增进民生福祉投身环保，守护碧水蓝天奉献社会，共创美好生活等内容充分展现了公司作为大型水务环保企业在坚决贯彻落实党的十九大精神助力国家生态文明建设中的责任与担当,1
于志宏经济导刊社长主编附录附录一责任荣誉奖项证书获奖单位颁奖机构年中国上市公司口碑榜成都市兴蓉环境股份有限公司每日经济新闻最具核心竞争力奖荣登金翼奖漂亮成都市兴蓉环境股份有限公司证券时报上市公司榜单深市主板上市公司信息披露成都市兴蓉环境股份有限公司深圳证券交易所考核中获得级考核结果年度全国安康杯竞赛成都市自来水有限责任公司全国安康杯竞赛组委会安全文化宣传活动先进单位办公室年度成都市安全生产先成都市自来水有限责任公司成都市人民政府进集体年度成都市安康杯竞成都市自来水有限责任公司成都市总工会赛优秀组织单位成都市安全生产监督管理局青羊区年度地方贡献突成都市自来水有限责任公司中共成都市青羊区委出企业成都市年度城市节水工成都市自来水有限责任公司成都市城市节约用水办作先进单位公室中国供水节水报先进单位成都市自来水有限责任公司中国供水节水报社全国文明单位成都市排水有限责任公司中央精神文明建设委员会年度纳税百强企业成都市排水有限责任公司中共成都高新区工委成都高新区管委会在年度基层职工互助保成都市排水有限责任公司中国职工保险互助会障工作考核中为优秀污染治理设施运行服务能力成都市排水有限责任公司中国环境保护产业协会评价一级环保诚信企业成都市兴蓉再生能源有限公司四川省环保厅安全生产先进集体成都市兴蓉再生能源有限公司成都市城管委安康杯竞赛优胜单位成都市兴蓉再生能源有限公司成都市总工会成都市安监管理局附录二深圳证券交易所上市公司社会责任指引编制内容索引条款内容在报告中的位置一公司应完善公司治理结构，公平对待所有股东，确保股东充分享有法律法规规章所规定的各项合法权益,0
二十一公司应根据其对环境的影响程度制定整体环境保护政策，指派具体人员负责公司环境保护体系的建立实施保持和改进，并为环保工作提供必要的人力物力以及技术和财力支持,1
二十二公司的环境保护政策通常应包括以下内容一符合所有相关环境保护的法律法规规章的要求；二减少包括原料燃料在内的各种资源的消耗；三减少废料的产生，并尽可能对废料进行回收和循环利用；四尽量避免产生污染环境的废料；五采用环保的材料和可以节约能源减少废料的设计技术和原料；六尽量减少由于公司的发展对环境造成的负面影响；七为职工提供有关保护环境的培训；八创造一个可持续发展的环境,1
二十五公司应定期指派专人检查环保政策的实施情况，对不符合公司环境保护政策的行为应予以纠正，并采取相应补救措施,1
社会责任报告主要披露了报告的内容至少应包括公司在保障供一关于职工保护环境污染商品质量社区关系等方面的社水环保合作会责任制度的建设和执行情况；员工社区方面的社会责任建设和执行情况,0
在国内大力倡导绿色发展理念生态文明建设的背景下，水务环保行业迎来了国家十三五规划水十条土十条及大气十条等政策带来的重大发展机遇,1
截止年月日，公司实现资产总额亿元，比上年度末同比增长；归属于上市公司股东的所有者权益为亿元，比上年度末同比增长；实现营业收入亿元，同比增长；归属于上市公司股东的净利润亿元，同比下降，营业收入增加主要系水务环保业务板块业务增加所致,0
公司在原传统优势水务项目的基础上，积极寻找并参与竞标优质水务环保PPP项目,1
其他环保业务隆丰环保发电厂项目已实施烟气等设备安装；万兴二期项目已完成项目选址项目建议书的编制评审及上报等工作；公司与中国恩菲工程技术有限公司就国内外环保项目合作签订框架协议，进一步促进了公司环保产业链的延伸；公司积极与简阳青白江等地就水务环保业务接洽,1
三行业影响力持续提升为探索国有控股的水务环保上市公司未来发展趋势，公司在成都举办了蜀山论水水务环保行业发展研讨会，搭建了公司与行业专家金融机构主流媒体的沟通交流平台，汲取了业内人士对水务环保行业及国资背景上市公司未来发展宝贵建议，展示了公司在水务环保领域的良好业绩和未来发展实力,0
主要财务数据同比变动情况单位元本报告期上年同期同比增减变动原因营业收入主要系水务及环保业务营业成本板块业务量增加所致,0
主营业务构成情况单位元营业收入比上年营业成本比上年毛利率比上年同营业收入营业成本毛利率同期增减同期增减期增减分行业自来水供应污水处理服务环保业务分产品自来水制售污水处理服务成都市兴蓉环境股份有限公司年半年度报告全文供排水管网工程垃圾渗沥液处理污泥处置垃圾发电中水及其他分地区西南地区西北地区华南地区华东地区三非主营业务分析适用不适用四资产及负债状况资产构成重大变动情况单位元本报告期末上年同期末占总资产比占总资产比比重增减重大变动说明金额金额例例货币资金应收账款主要系建造合同形成的已完工未结存货算资产同比增加固定资产在建工程短期借款长期借款成都市兴蓉环境股份有限公司年半年度报告全文以公允价值计量的资产和负债适用不适用截至报告期末的资产权利受限情况项目期末账面价值受限原因货币资金详见本附注七货币资金固定资产详见本附注七长期借款注无形资产详见本附注七长期借款注合计五投资状况分析总体情况适用不适用报告期内获取的重大的股权投资情况适用不适用单位元截至资产被投资负债披露日披露索主要业投资方投资金持股比资金来投资期产品类预计本期投是否涉公司名合作方表日期如引如务式额例源限型收益资盈亏诉称的进有有展情况关于实施宁夏宁夏宁回族自东开发治区宁宁夏宁投资有对公东基地东水处限公已取司利年水资源污水处自筹资污水处理有限收购司重永久得股润无否月综合利理金理责任公庆建工权重大日用政府司集团股影响和社会份有限资本合公司作项目股成都市兴蓉环境股份有限公司年半年度报告全文权投资的公告公告编号合计报告期内正在进行的重大的非股权投资情况适用不适用金融资产投资证券投资情况适用不适用公司报告期不存在证券投资,0
出售重大股权情况适用不适用七主要控股参股公司分析适用不适用主要子公司及对公司净利润影响达以上的参股公司情况单位元公司名称公司类型主要业务所处行业注册资本总资产净资产营业收入营业利润净利润成都市兴蓉环境股份有限公司年半年度报告全文成都市自自来水生自来水制来水有限子公司产与销售售责任公司成都市排水有限责子公司污水处理污水处理任公司成都市兴蓉再生能垃圾渗滤子公司环保业务源有限公液处理司成都市兴蓉安科建供排水管自来水制子公司设工程有网工程售限公司报告期内取得和处置子公司的情况适用不适用公司名称报告期内取得和处置子公司方式对整体生产经营和业绩的影响宁东兴蓉公司非同一控制下企业合并无重大影响主要控股参股公司情况说明八公司控制的结构化主体情况适用不适用九对年月经营业绩的预计预测年初至下一报告期期末的累计净利润可能为亏损或者与上年同期相比发生大幅度变动的警示及原因说明适用不适用十公司面临的风险和应对措施本报告期内，公司所面临的风险因素未发生改变,0
一市场风险受国家宏观政策经济形势社会发展等方面的影响，公司可能存在市场风险，主要表现在第一，随着十三五规划供给侧改革的推进，更多的民间资本和其他行业资本战略调整进入水务环保领域，行业内市场竞争主体变多竞争更加激烈，频频出现低价竞争现象,0
第二，随着国家产业结构调整的不断深入，水务环保行行业集中度正在逐步提高，行业成都市兴蓉环境股份有限公司年半年度报告全文的企业规模在逐步扩大，行业并购整合进一步加速,1
第三，由于水务环保行业地域垄断性公益性的特征，公司对外拓展在一定程度上受行政壁垒影响，可能制约企业尤其是优质企业以公平竞争的方式进一步扩大市场份额，制约行业技术进步和服务的集约化，加剧市场的过度竞争,0
第五，公司所投资的境外项目，其所在地的环保监管要求与国内要求会有较大差异，且境外项目的税收及汇率变动同样存在着风险，加剧了境外投资项目的风险,0
第二，公司将加大对环保行业的研究力度，及时跟进行业趋势并把握市场动态，充分利用我们的行业地位资本实力专业优势，及成熟的项目运营管理经验，选择符合我们战略发展需要和项目筛选标准的市场，提高公司盈利水平,0
第五，充分利用公司在成都本地及西部地区的区域优势，依托近几年西部地区快速增长的经济水平和城镇化进程，积极开展成都周边区域水务环保项目的整合与并购,1
第二，不断加强同水务环保行业内其他单位的交流合作，分担风险，优势互补，降低在境外或新业务范围内的风险,0
三监管风险受居民环保意识提高水环境质量要求提升环境监管执法日益严格等影响，国家将不断加强对环保行业的监管力度，公司面临监管风险,0
针对上述风险，公司采取的应对措施为第一，加强合作交流与学习，广泛组织学习涉及水务环保监管等领域的最新法律法规，了解监管内容，更新完善管理举措,1
第三，通过合资合作股权投资等方式吸收水务环保的优质企业，搭建创新平台，共同研发新技术，不断提高服务质量,1
一是按照成都市中心城区新布局，积极整合周边区市水务环保资源，落地温江区排水基础设施项目天府国际机场供水项目天府新区大林环保发电厂项目和郫都区水务合作等项目，正在接洽简阳彭州新都等周边地区合作意向，全力促进成都全域供排水一体化,1
二是牢牢把握十三五期间产业政策机遇，大力拓展国内市场，积极推进沛县宁东后续项目发展，落地阿坝州水务环保项目并完成合资公司的组建，后续将以合资公司为载体整合承揽州内存量及增量水务环保项目,1
重点项目有序推进年各项重点项目有序推进，目前，万兴环保发电项目进入稳定运营；水七厂二期项目主体完工，预计年增加供水规模万吨日；成都市沙西线输水管道唐昌绕城高速项目全面建成通水；成都隆丰环保发电厂完成主体结构工程及主要设备安装，预计年点火试运行；接手自来水六厂厂运营，资产评估等转让前期事项正在推进；成都市第一城市污水污泥处理厂二期工程项目万兴环保发电厂二期项目中和污水处理厂二期项目和成都市固体废弃物处理场渗滤液处理扩容工程三期项目均已取得项目核准批复，正在开展前期工作,1
公司深耕异地市场多年，2017年已投运的异地项目实现盈利，并通过助力当地水务市场建设，有效改善了当地水务环保市场现状,1
生产设施稳定运营公司以民生为己任以环境保护为目标，切实抓好供水污水处理污泥处置等水务环保设施的运行管理，保障运营质量与效率,1
三是强化环保项目安全运行，继续抓好垃圾渗滤液厂污泥处理厂中水利用等环保项目运行管理，充分利用公司协同处理能力，对垃圾填埋场渗滤液进行妥善处理，确保垃圾填埋场环境安全,1
投资者关系维系良好公司通过构建公平透明的信息披露机制，做好投资者信息传递和沟通交流，维系健康良好的投资者关系,0
二是推进水务环保技改技革工作，攻破技术难题，推广运用技改成果，实现生产节能降耗，有效降低了生产成本,1
收入与成本营业收入构成单位元年年同比增减金额占营业收入比重金额占营业收入比重营业收入合计分行业自来水供应污水处理服务及管网工程环保行业其他分产品自来水制售污水处理服务供排水管网工程垃圾渗滤液处理垃圾焚烧发电污泥处置其他分地区西南地区西北地区华南地区成都市兴蓉环境股份有限公司年年度报告全文华东地区占公司营业收入或营业利润以上的行业产品或地区情况适用不适用公司是否需要遵守特殊行业的披露要求否单位元营业收入营业成本毛利率营业收入比上年同期增减营业成本比上年同期增减毛利率比上年同期增减分行业自来水供应污水处理服务及管网工程环保行业分产品自来水制售污水处理服务供排水管网工程分地区西南地区公司主营业务数据统计口径在报告期发生调整的情况下，公司最近年按报告期末口径调整后的主营业务数据适用不适用公司实物销售收入是否大于劳务收入是否行业分类项目单位年年同比增减自来水供应销售量万吨生产量万吨污水处理销售量万吨生产量万吨垃圾渗滤液处理销售量吨生产量吨污泥处理销售量吨生产量吨中水供应销售量万吨成都市兴蓉环境股份有限公司年年度报告全文生产量万吨垃圾焚烧发电量销售量万度生产量万度相关数据同比发生变动以上的原因说明适用不适用本年成都万兴环保发电厂项目开始运营，新增垃圾焚烧发电业务,0
水十条气十条的细化落实土十条的出台，以及十三五期间国家对环保重视程度的空前提升，促使环境治理需求进一步释放，并拉动投资大幅增长,1
比如，根据十三五期间全国城镇污水处理规划及再生利用设施建设规划和水污染防治行动计划等政策法规，到年底我国将实现污水处理设施全覆盖，城市污水处理率达到以上，县城不低于；十三五期间城镇新增污水处理设施规模万立方米日，提标改造城镇污水处理设施规模万立方米日；在提质增效方面，将全面实现敏感区域及建成区水体水质达到地表水类标准，新建污水处理设施出水水质达到一级排放标准或再生利用要求,1
因此，未来水务环保市场将是规模增长与提质增效双轮驱动,0
据环保部规划院测算，十三五期间全社会环保投资将达到万亿，其中水务和固废行业市场投资约万亿，市场空间十分广阔，为公司带来巨大的投资机会,0
政策需求引导，服务提供更趋综合化在生态文明两山论的指导下，在政策引导和市场需求的驱动下，传统的环保产业已演变为环境产业或绿色产业，促使综合化集成化的产业发展趋势，即环境服务以总包为出口，涵盖投资建设运营装备制造及相关细分领域产业单元，能够为环境治理提供综合解决方案，确保治理效果契合政府及公众的更高要求,1
需求侧方面，政府将对环境治理效果进行采购，水务环保项目将由单体项目向综合化项目发展,1
供给侧方面，产业综合化将促使服务提供商继续深挖知识与服务的附加值，着力扩展全产业链，从单元服务发展成生态链接，能够为一个区域环境改善提供一揽子的综合解决方案，包括整体规划系统设计设施建设运行管理投融资服务等内容,1
行业竞争激烈，并购整合加速近年来，模式在水务环保领域广泛推行，打破了行业的区域垄断，为社会资本参与投资带来成都市兴蓉环境股份有限公司年年度报告全文了开放的市场环境,0
同时，水务环保产业以稳定的收益和现金流获得各类资本青睐，竞争主体不断增多，行业竞争加剧,0
同时，在政策需求的驱动下，环保呈现大市场大项目和大需求的趋势，这对环境服务企业的资金实力融资能力技术能力和全产业链覆盖提出了更高要求,1
而当前我国水务环保企业众多，细分领域市场空间进一步打开，行业分散度高,0
一带一路为环保企业走出去以及引进来提供机遇,0
目前一带一路沿线国家不仅存在本国和跨界环境污染治理难题，且面临环境管理薄弱基础设施建设配套不足治理服务跟不上资金缺乏等问题，正渴求得到外部环保救助，这为国内环保企业带来了国际化发展机遇,0
目前水务环保产业正处于从资产走向资本的时代,0
公司将紧紧围绕“510年奋力打造全球同行业知名企业”的战略目标，以“创新、协调、绿色、开放、共享”为发展理念，全面构建以客户为中心的水务环保投资运营服务平台，坚持速度与质量并举、规模与效率并重，横向强抓业务拓展，纵向打通全产业链，快速发展新兴产业，持续聚焦运营服务，积极探索智慧水务建设，不断提高自主创新能力，大力推进混合所有制改革，着力实现公司业务、规模、技术、管理的新突破，构建更为均衡协同的产业格局，提高市场化运作水平，打造新业态、激发新活力、显著提升企业价值与竞争实力，力争实现再造一个“新兴蓉”的奋斗目标,1
年度经营计划全力以赴开拓市场积极响应国家一带一路战略，紧扣成都东进南拓等城市布局战略规划和重拳治水工作目标，主动参与水务环保市场竞争，不断加大市场拓展力度,1
一是持续拓展成都市周边水务环保项目，力争将双流崇州新都等区市供排水资源整合，积极落实简州新城天府新区等水务环保项目前端规划，助推项目落地,1
二是加快推进走出去步伐，推动阿坝州全域水务环保资源整合，统筹全州水务环保项目投建管运，全力参与项目投标，确保异地项目规模持续扩大，进一步提升国内市场占有率,1
投融建运多头并进年度，公司继续推进成都水七厂三期工程成都万兴环保发电厂二期项目中和污水处理厂一期和二期项目天府新区大林环保发电厂项目成都市第六七九污水处理厂扩能提标改造项目成都市固体废弃物处理场渗滤液处理扩容工程三期项目水六厂厂资产转让宁东鸳鸯湖污水处理厂工程沛县地表水厂二期扩建及深度处理工程等项目，同时，还将积极拓展国内外其他水务环保市场,1
成都市兴蓉环境股份有限公司年年度报告全文年度，公司结合自身产能和污水处理服务片区排水管网的建设情况综合考虑，预计年公司自来水售水量污水处理量将继续稳步增长；环保业务方面，渗滤液处理污泥处理能力保持稳定，垃圾焚烧发电稳中有升，年隆丰项目投产运行后将为公司垃圾发电业务板块带来新的收入增长,1
强化人才队伍建设，坚持市场化选人用人机制，公开透明选拔人才，并通过内培外引多种形式，为公司发展提供有力人才支撑,0
可能面对的风险及应对措施市场风险受国家宏观政策经济形势和社会发展等因素影响，国内水务环保市场整体处于快速发展阶段，竞争十分激烈，而供给侧改革的持续推进促使更多社会资本战略调整进入水务环保领域，市场参与主体变多，行业竞争加剧，低价竞争频现,0
随着国家产业结构调整的不断深入，水务环保行业集中度正在提高，并购整合加速，部分企业规模迅速扩张并向全产业链延伸，竞争实力不断增强,1
由于水务环保行业具有一定地域垄断性特征，企业对外拓展业务时可能受到行政壁垒的影响，影响企业公平竞得项目，制约了行业先进技术和优质服务的集约化发展,0
二是公司将加大对环保行业的研究力度，及时跟进行业趋势并把握市场动态，充分利用公司的行业地位资本实力专业优势和运营管理经验，跻身符合我们战略发展需要和项目筛选标准的市场，提高公司盈利水平,0
五是充分利用公司在成都当地及西部地区的区域优势，依托近几年西部地区的经济水平与城镇化进程快速提高，积极开展成都周边区域范围水务环保项目的整合,1
目前国内水务环保项目呈综合化发展趋势，对企业的综合服务能力要求更高,0
基于环保因素考虑，我们建议您在深圳证券交易所指数据来源定信息披露网站或公司网站查阅或下载电子版报告,0
在增进民生福祉方面，抓好水务重点项目投资建设管理运营工作，升级供水服务标准，推动优质服务常态化，以保障供水安全为首要任务；在生态环境治理方面，公司延伸环保产业链条，在环保发电再生水利用污泥处置渗滤液处理等领域不断扩大规模，大力发展固废综合利用及绿色清洁能源产业；在产业推动方风雨兼程，春华秋实,1
研究能力与成果转化能力，致力于水务环保废弃物处置资源循环利用等综合解决方案，推动公司持续稳健发展的同时，创造社会价值,1
年，公司深化改革转型，全面推动创新发展，坚持产业发展不动摇，改革创新谋发展，全面落实不松劲，全力以赴开拓市场，投融建运多头并进，大力发展环境污染我们充分尊重和维护利益相关方的合法权益，诚信对待客户和供应商，认真培养每一位员治理资源循环利用产业，强抓重点环保基础设施建设运营，全年实现营业收入亿元，工，发挥党员志愿先锋作用，积极推动员工参与社区建设与社会公益活动，开展绿色环保宣同比增长,1
传，加强与利益相关方的沟通与交流，实现社会股东公司员工等各方利益的协调平衡，努力贡献资源节约型和环境友好型社会建设,1
在未来水务成都市兴蓉环境股份有限公司股票代码是中国大型水务环保综合服务商，拥有环保事业的发展中，我们致力于为世界水资源的可持续利用提供先进高效的解决方案，年供水经验年污水处理经验，主要从事自来水生产与供应污水处理再生水利用污泥推动向循环经济转变,1
环保兴蓉环境总部位于四川成都,0
我们努力打造成为新型环保行业的领军企业，以提供资源的补充及保护,1
作为中国最具影响力的水务环保企业之一，公司持续开发运营环境资源，已形成了水务自来水生产与供应污水处理再生水利用环保垃圾焚烧发电垃圾渗滤液处理污泥处置工程工程工程设计与施工三大业务板块，运营及在建座自来水厂座污水处理厂座垃圾焚烧发电厂座垃圾渗滤液处理厂座污水污泥处理厂,1
现代化城市离不开现代化的市政设施,0
我们始终坚持技术管理创新，着力拓展水务和环保等项目的设计与施工，技术咨询与开发，供排水管网探测等业务，逐步形成了设计施工后续专业支持全方位发展的新格局,0
企业社会责任报告兴蓉环境让环境更优让生活更美公司运营和在建的主要业务组织结构股东大会审计委员会薪酬及考核委员会董事会监事会党委战略委员会宁东提名委员会银川工会团委纪委沛县兰州经营层西安阿坝巴中成都财务共享中心内部审计部证券事务部计划财务部综合管理部人力资源部法务风控部投资发展部环境安全部项目管理部技术管理部中水分公司兴蓉研究院纪检监察部党群工作部深圳文昌成都沛县成都宁夏成都成都成都四川成都成都成都市自兴蓉市西宁东市排市温市新阿坝市兴市兴蓉实来水水务汇水兴蓉水有江兴蓉环州兴蓉再蓉安环境有限发展环境水处限责蓉柳境有蓉环生能科建有限责任有限有限理有任公投环限公境有源有设工公司座座座座座公司公司公司限责司保工司限公限公程有任公程有司司限公合资自来水厂污水处理厂垃圾焚烧发电厂垃圾渗滤液处理厂污水污泥处理厂公司合资合资司限公合资司公司公司司公司合资合资公司合资公司公司公司主要业务增长情况同比年海南成都兰州银川西安深圳巴中成都成都成都成都成都兴蓉兴蓉兴蓉兴蓉兴蓉市兴兴蓉市兴市兴市兴沃特沃特环境沱源环境环境环境蓉环环境蓉污蓉万蓉隆地下供水发展自来发展发展发展境发有限泥处兴环丰环管线工程有限水有有限有限有限展有责任置有保发保发探测设计责任限责责任责任责任限责公司限责电有电有有限有限公司任公公司公司公司任公任公限公限公责任公司司司司司司公司合资公司合资合资合资公司公司公司自来水售水量增长率污水处理量增长率垃圾焚烧发电量增长率企业社会责任报告兴蓉环境让环境更优让生活更美关键绩效主要荣誉年收入人民币年归属上市公司股东的净利润人民币亿元亿元第八届中国指标类别具体指标单位年年年中国环境企业年度中国上市公司口碑榜节强水业最具投资能环保产业最具成总资产万元第位价值上市公司长上市公司奖经济营业收入万元自来水产量万吨中国绿色创新大会组委会每日经济新闻第十六届污水处理量万吨全联环境服务业商会水业战略论坛垃圾焚烧发电量万度无此业务环境垃圾渗滤液处理量万吨成都成都污泥处置量万吨服务业百强企业百强企业再生水产量万吨员工总数人成都企业联合会成都企业联合会女性员工人社会成都工业经济联合会成都工业经济联合会自来水公司用户回访满意度成都企业家协会成都企业家协会捐赠支出万元成都企业文化协会成都企业文化协会备注垃圾渗滤液处理量主要为日常处置的垃圾渗滤液量，未包含年应急处置渗滤液万吨，年应急处置渗滤液万吨,0
企业社会责任报告兴蓉环境让环境更优让生活更美企业社会责任报告兴蓉环境让环境更优让生活更美公司战略信息披露和投资者关系管理公司始终坚持立足成都辐射全国面向海外的发展方式，以年奋力打造全球同行业知名企业为发展战报告期内，公司披露定期报告临时公告等共计项详见公司官网投资者关系专接待机构投略，水务环保产业发展齐头并进，以科学规范的管理体系为保障，不断拓展市场的广度和深度，全力提升公司在投融栏，完成相关挂网书面材料条，连续三年在深交所主板上市公司年度信息披露考核资者调研资建设运营服务等方面的综合竞争力，全面构建以客户为中心的水务环保投资运营服务平台,0
次发展战略接待投资机构个至年奋力打造全球同行业知名企业接待投资者发展方向人次水务环保产业发展发展方式齐头并进回复深交所投资者立足成都平台问题辐射全国条面向海外年月，公司参加由四川省上市公司协会举办的年四川上市公司投资者网上回复率集体接待日活动公司治理案例依法保护中小股东权益公司严格按照中国证监会和深圳证券交易所的法律法规，建立了三会一层的独立运行机制，公司治理架构由股东大会董事会监事会和经营管理层构成,0
服务质量售后服务与投诉提高生产标准客户客户信息保护走访客户提高服务标准客户满意度调查员工权益工会日常活动支持员工加入工会薪酬制度员工培训支持员工培训和技能训练员工培训与发展员工活动员工职业健康体检工作环境工作环境监察身心健康合规经营机构考察自觉承担纳税义务政府及治理透明公文往来为行业发展贡献经验监管机构足额纳税政策执行保障信息披露质量和时效性资源节约信息披露提高企业管治水平，保证运营环境保护管理合法合规公平竞争公开招投标招投标信息披露公开透明合作伙伴合规经营合作谈判互惠互利环境保护信息发布发布社会责任报告社会公共利益公众问询开展环保宣传社区及公众良好品牌形象参观生产场所提高生产效率，减少排放环保宣传发布环境信息企业社会责任报告兴蓉环境让环境更优让生活更美提质增效，保障供水严格要求保障安全用水极力保障饮用水安全和质量是公司长久以来不懈努力的方向,1
汛前措施安排员工驱车巡视公里输水管线，查看过河管道检查供水设施排查隐患点位,0
企业社会责任报告兴蓉环境让环境更优让生活更美万兴环保发电厂隆丰环保发电厂循环再生，开发能源日处理垃圾量吨兴蓉环境致力于成为新型环保行业的领军企业，积极发展再生水利用和垃圾发电业务，年通过深度开发和有效运营，大力推进废弃物减量化无害化循环化处理和资源化利用,1
年处理垃圾量吨环保发电量年再生水销售万度年设计发电量度万吨资源利用，让水再生运营在建和拟建的公司投运的万兴环保垃圾发电厂是我国西部规模最大技术最先进环保标准最严的生生活垃圾焚烧发电项再生水又称中水的利用能缓解城市的水资源压力，体现水的分类可适用原则，是运营在建和拟建的活垃圾焚烧发电厂，日处理生活垃圾吨，采用先进的烟气净化污水处理飞灰固化目规模再生水利用项目规模弥补水资源短缺问题的有效途径之一，也是社会经济可持续发展的重要治理措施,1
等环保设施，烟气处理按欧盟最新标准控制，各项指标均远远优于国内现行的生吨日万吨日活垃圾焚烧污染控制标准实现大气污染物近零排放,1
污水增量出水提标问题，向河湖环境绿化等领域提供达到地表水环境质量标准类水质标准的高品质再生水，充分解决河流的断水缺水问题，极大年，公司正在推进万兴环保发电厂二期天府新区大林环保发电厂项目，建成后公提高水资源利用率，实现对生态环境的有效保护,1
年，公司已投运的环保发电厂实际发电量万度,0
兴环保发电厂余热的有效利用，发挥固废协同治理效应，缓解污泥处置压力,1
垃圾焚烧发电余热干化混合流程焚烧处理含水的湿污泥含水的污泥生活垃圾污泥电力输送公司旗下垃圾渗滤液处理厂采取的工艺燃烧遗留万兴环保发电厂污泥干化万兴环保发电厂二期垃圾渗滤液处理厂一期垃圾渗滤液处理厂二期及协同焚烧处理项目污泥干化及协同焚烧处理项目处理湿污泥吨日含水处理湿污泥吨日含水外置式膜生化反应器反渗透工外置式膜生化反应器纳滤反渗透工艺，艺，膜系统产生的浓缩液回灌垃膜系统产生的浓缩液进入浓缩液处理系使用蒸汽热干化协同焚烧工艺使用蒸汽热干化协同焚烧工艺圾填埋场,0
万兴环保发电厂一期已投运和二期在建，都将实施上述工艺改造，以实现环境效益最大化,1
根据国家相关法律法规及公司旗下排水公司坚持安全第一预防为主综合治理的方针，年在安有关文件的要求，编制了包括生产安全事故应急预案突发环境事件应急预案等全风险管控应急预案应急演练和设施检修维修等方面下足功夫，全年安制度，并不断修订和完善,0
报告期内，公司不定期进行了多次应急演练，全年未发生任何环保安全生产事故,0
根据环保部门公司规日常应急物资的准备定制定应急预案；根据管理与安全隐患排查设施检修进行建筑消防设施检测，完成第九净水厂片区消防系统维实际情况修订应急预案与维修修，加强了消防安全管理,0
在环保领域，科技创新已经成为行业最强驱动力之一,1
在内部，公司以兴蓉研究院为平台，打造内部科研核心力量，开展专项技术研发和技术交流，形成自主知识产权的技术成果；在外部，公司积极与高校业内专家合作，开展水务环保技术等方面课题研究，以需求和问题为导向进行技术攻关,1
年年年研发人员数量研发投入年度公司投入资金万元用于研发工作，启动了多项水务环保研发课题,1
技术联合研究中心以下简称联合研究中心，主要针对污水处理饮用水处理与安全输配再生水处理垃圾渗滤液处理以及相应的运行管理体系开展合作，基于联公司年获得专利列表合研究中心这个平台，公司得以充分利用清华大学环境学院在人才科技技术转化等方面的突出优势，结合公司水务环保的运营管理经验，实现产学研合作，构建产学研协序号专利名称专利类型同创新体系,1
一种曝气沉砂池的刮渣装置实用新型湿法软水投加系统实用新型一种自来水处理用进水泥浆混合液制备系统实用新型企业社会责任报告兴蓉环境让环境更优让生活更美企业社会责任报告兴蓉环境让环境更优让生活更美深化行业交流公司积极组织并参与水务环保领域的行业会议及论坛，涉及水处理科技水质安全供水管理及智慧水务等方面,1
年月至日，公司以兴蓉研究院为枢纽平台，协办了国内环保领域最高层次技术会议之一的全国水处理回用学术会议，与国内国外专家以及行业内先进环保企业一起探讨水处理回用领域的创新实践，并举办了膜法水处理技术开发与应用专题讲座，共同推动我国环保事业科学深入地发展,1
含职称员工人职业病或疑似案例安全比武，共筑明天职业病职业通道例年月，公司举办了以安全环保润心间共建共享筑明天为主题的安全比武竞公司为员工搭建多种方式的发展渠道，设计了管理和专业发展的双通道，并搭建了后备人赛，将安全技能普及教育情景化实战化，各子公司支代表队共人参加了竞赛,0
安全宣传咨询会场共摆放了张展板幅海报，发放了近册宣传资料，展示了样应急设备设施,0
节假日慰问节假日慰问困难员工团队活动年年年公司支持各单位开展团队建设活动员工培训覆盖率员工帮扶依托工会对员工进行帮扶年年年全体员工培训覆盖率男性员工培训覆盖率女性员工培训覆盖率企业社会责任报告兴蓉环境让环境更优让生活更美上述图片公司本部及旗下子公司开展活动掠影企业社会责任报告兴蓉环境让环境更优让生活更美企业社会责任报告兴蓉环境让环境更优让生活更美排水减灾服务社会在自然灾害和应急事件发生时，公司以环保先锋的精神和过硬的业务素质，用实际行动公司在创造经济效益提升环境效益的同时，也肩负着服务社会的责任,1
公司倡导与员工共同发展的价值理念，搭建了国元特色育才体公司积极推行绿色办公、鼓励和引导员工低碳生活,1
帮助环保系,0
国元证券年度社会责任报告企业治理利益相关方重大机遇和风险廉洁从业合治理篇沟通议题厘定管理规经营科学透明治理稳健持续发展国元证券年度社会责任报告公司严格遵照中华人民共和国民法典中华人民共和国证券法以下简称证企业治理券法上市公司治理准则证券公司治理准则等法律法规及公企业治理架构司章程的要求，在保障公司治理水平确保公司规范运作的同时，强化内控体系建设，风险防控能力稳步提升,0
因此我们一直致年的新冠疫情也加速了公司培训体系的数字化转型，公司继续围绕支撑战略赋能于人展开培训活动，借助国力于开发更加完善公平且透明的职业发展路径，以满足不同群体的职业晋升元学平台将线下培训活动转到线上，实现了即时培训全员培训随时学主动学,0
截止到报告期末，活动公司关心员工生活的点点滴滴，通过为员工提供免费就餐设置健身房淋浴室阅览室洗衣房等配套设施的方式共吸引多名员工参加,0
